PARTNERS,TYPE,TREATMEN,LONGEV,LLONGEV,THORAX,RESID1,PREDICT1,RESID2,PREDICT2
8,0,1,35,1.54406804435028,0.64,-5.868455780178,40.868455780178,-0.0474302395773937,1.59149828392767
8,0,1,37,1.568201724067,0.68,-9.30119592989387,46.3011959298939,-0.0710506694519069,1.63925239351891
8,0,1,49,1.69019608002851,0.68,2.69880407010617,46.3011959298938,0.0509436865096026,1.63925239351891
8,0,1,46,1.66275783168157,0.72,-5.7339360796091,51.7339360796091,-0.0242486714285756,1.68700650311015
8,0,1,63,1.79934054945358,0.72,11.2660639203908,51.7339360796092,0.112334046343434,1.68700650311015
8,0,1,39,1.5910646070265,0.76,-18.1666762293243,57.1666762293243,-0.143696005674885,1.73476061270138
8,0,1,46,1.66275783168157,0.76,-11.1666762293245,57.1666762293245,-0.0720027810198158,1.73476061270139
8,0,1,56,1.7481880270062,0.76,-1.16667622932451,57.1666762293245,0.0134274143048141,1.73476061270139
8,0,1,63,1.79934054945358,0.76,5.83332377067549,57.1666762293245,0.064579936752194,1.73476061270139
8,0,1,65,1.81291335664286,0.76,7.83332377067549,57.1666762293245,0.078152743941474,1.73476061270139
8,0,1,56,1.7481880270062,0.8,-6.59941637903987,62.5994163790399,-0.0343266952864255,1.78251472229263
8,0,1,65,1.81291335664286,0.8,2.40058362096012,62.5994163790399,0.0303986343502344,1.78251472229263
8,0,1,70,1.84509804001426,0.8,7.40058362096012,62.5994163790399,0.0625833177216345,1.78251472229263
8,0,1,63,1.79934054945358,0.84,-5.03215652875523,68.0321565287552,-0.0309282824302850,1.83026883188386
8,0,1,65,1.81291335664286,0.84,-3.03215652875522,68.0321565287552,-0.0173554752410050,1.83026883188386
8,0,1,70,1.84509804001426,0.84,1.96784347124477,68.0321565287552,0.0148292081303951,1.83026883188386
8,0,1,77,1.88649072517248,0.84,8.96784347124478,68.0321565287552,0.0562218932886151,1.83026883188386
8,0,1,81,1.90848501887865,0.84,12.9678434712448,68.0321565287552,0.078216186994785,1.83026883188386
8,0,1,86,1.93449845124357,0.84,17.9678434712448,68.0321565287552,0.104229619359705,1.83026883188386
8,0,1,70,1.84509804001426,0.88,-3.46489667847059,73.4648966784706,-0.0329249014608445,1.87802294147510
8,0,1,70,1.84509804001426,0.88,-3.46489667847059,73.4648966784706,-0.0329249014608445,1.87802294147510
8,0,1,77,1.88649072517248,0.92,-1.89763682818595,78.897636828186,-0.039286325893864,1.92577705106634
