CSDIST,NMDSDIST
0.0799999982118607,0.699282944202423
0.0949999988079071,0.738600432872772
0.0299999993294477,0.0524512007832527
0.224999994039536,2.93590903282166
0.212999999523163,2.98572278022766
0.244000002741814,3.02813696861267
0.0820000022649765,0.836710393428803
0.0949999988079071,0.888345718383789
0.0820000022649765,0.93797367811203
0.179000005125999,2.15134263038635
0.0649999976158142,0.372793734073639
0.068000003695488,0.336944341659546
0.0509999990463257,0.370744109153748
0.195999994874001,3.00199198722839
0.0930000022053719,0.850886285305023
0.0710000023245812,0.845754444599152
0.0520000010728836,0.322939455509186
0.0370000004768372,0.350017845630646
0.184000000357628,2.70054459571838
0.0790000036358833,0.690345704555512
0.0689999982714653,0.559770703315735
0.028999999165535,0.197572872042656
0.0450000017881393,0.503724157810211
0.0659999996423721,0.544877052307129
0.187000006437302,2.90932011604309
0.0850000008940697,0.767727851867676
0.0500000007450581,0.191367149353027
0.068000003695488,0.656485915184021
